"T","U:0","U:1","U:2","U_0:0","U_0:1","U_0:2","p","rho","rho_0","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
229.18,-1.1367,0.018573,82.404,-1.1582,0.018646,82.383,801.75,0.016808,0.016808,1,0.0060022,0.0023786,-1e-05,0.0028751
229.09,-1.4508,0.022481,82.542,-1.4728,0.02253,82.522,801.14,0.016802,0.016803,1,0.0060095,0.0023851,-1e-05,0.0028721
228.99,-1.7649,0.026401,82.68,-1.7872,0.026427,82.66,800.53,0.016796,0.016797,1,0.0060167,0.0023917,-1e-05,0.002869
228.89,-2.0752,0.030432,82.82,-2.0978,0.030436,82.801,799.9,0.016791,0.016791,1,0.0060239,0.0023982,-1e-05,0.0028659
228.79,-2.3955,0.033084,82.959,-2.4184,0.033054,82.939,799.23,0.016784,0.016784,1,0.0060311,0.0024048,-1e-05,0.0028629
228.69,-2.7201,0.035125,83.097,-2.7433,0.035056,83.077,798.53,0.016776,0.016777,1,0.0060384,0.0024113,-1e-05,0.0028598
228.59,-3.0444,0.037156,83.234,-3.0678,0.037048,83.214,797.84,0.016769,0.01677,1,0.0060456,0.0024179,-1e-05,0.0028568
228.49,-3.3685,0.039179,83.37,-3.3921,0.039032,83.351,797.15,0.016762,0.016762,1,0.0060528,0.0024244,-1e-05,0.0028537
228.39,-3.6924,0.041193,83.506,-3.7162,0.041007,83.487,796.45,0.016755,0.016755,1,0.0060601,0.002431,-1e-05,0.0028506
228.29,-4.016,0.043199,83.642,-4.04,0.042973,83.623,795.76,0.016748,0.016748,1,0.0060673,0.0024375,-1e-05,0.0028476
228.19,-4.3394,0.045196,83.777,-4.3636,0.04493,83.757,795.06,0.01674,0.016741,1,0.0060745,0.0024441,-1e-05,0.0028445
228.09,-4.6625,0.047184,83.911,-4.6869,0.046878,83.892,794.37,0.016733,0.016733,1,0.0060818,0.0024507,-1e-05,0.0028415
227.99,-4.9854,0.049161,84.044,-5.01,0.048815,84.025,793.68,0.016726,0.016726,1,0.006089,0.0024572,-1e-05,0.0028384
227.9,-5.3094,0.049149,84.167,-5.3339,0.048768,84.148,792.99,0.016718,0.016718,1,0.0060962,0.0024638,-1e-05,0.0028353
227.81,-5.6328,0.049114,84.288,-5.6572,0.048699,84.269,792.31,0.01671,0.016711,1,0.0061035,0.0024703,-1e-05,0.0028323
227.72,-5.9555,0.049058,84.409,-5.9798,0.048608,84.39,791.62,0.016702,0.016703,1,0.0061107,0.0024769,-1e-05,0.0028292
227.63,-6.2776,0.04898,84.529,-6.3018,0.048495,84.51,790.94,0.016694,0.016695,1,0.0061179,0.0024834,-1e-05,0.0028262
227.54,-6.599,0.04888,84.648,-6.6232,0.04836,84.629,790.26,0.016687,0.016687,1,0.0061252,0.00249,-1e-05,0.0028231
227.45,-6.9198,0.048759,84.767,-6.9439,0.048203,84.748,789.59,0.016679,0.01668,1,0.0061324,0.0024965,-1e-05,0.00282
227.36,-7.2379,0.048592,84.886,-7.2618,0.048,84.867,788.91,0.016671,0.016672,1,0.0061396,0.0025031,-1e-05,0.002817
227.27,-7.5524,0.048361,85.005,-7.5762,0.047733,84.986,788.23,0.016664,0.016664,1,0.0061469,0.0025096,-1e-05,0.0028139
227.19,-7.8627,0.047734,85.117,-7.8864,0.047073,85.098,787.57,0.016656,0.016656,1,0.0061541,0.0025162,-1e-05,0.0028108
227.12,-8.1643,0.046248,85.214,-8.1876,0.045567,85.195,786.97,0.016648,0.016648,1,0.0061613,0.0025227,-1e-05,0.0028078
227.05,-8.4648,0.044727,85.31,-8.4878,0.044024,85.291,786.37,0.01664,0.016641,1,0.0061685,0.0025293,-1e-05,0.0028047
226.98,-8.7643,0.043171,85.405,-8.787,0.042447,85.386,785.77,0.016633,0.016633,1,0.0061758,0.0025358,-1e-05,0.0028017
226.91,-9.0628,0.041579,85.499,-9.0852,0.040835,85.48,785.18,0.016625,0.016626,1,0.006183,0.0025424,-1e-05,0.0027986
226.84,-9.3602,0.039953,85.592,-9.3823,0.039187,85.573,784.59,0.016618,0.016618,1,0.0061902,0.0025489,-1e-05,0.0027955
226.78,-9.6566,0.038292,85.684,-9.6784,0.037504,85.665,784.01,0.01661,0.016611,1,0.0061975,0.0025555,-1e-05,0.0027925
226.71,-9.952,0.036595,85.776,-9.9734,0.035787,85.756,783.43,0.016603,0.016603,1,0.0062047,0.002562,-1e-05,0.0027894
226.65,-10.246,0.034864,85.866,-10.267,0.034034,85.847,782.85,0.016595,0.016596,1,0.0062119,0.0025686,-1e-05,0.0027864
226.59,-10.53,0.032944,85.938,-10.551,0.032102,85.918,782.34,0.016588,0.016589,1,0.0062192,0.0025751,-1e-05,0.0027833
226.55,-10.807,0.030896,85.997,-10.828,0.030047,85.978,781.86,0.016581,0.016582,1,0.0062264,0.0025817,-1e-05,0.0027802
226.51,-11.083,0.028821,86.055,-11.103,0.027964,86.036,781.38,0.016574,0.016574,1,0.0062336,0.0025882,-1e-05,0.0027772
