"T","U:0","U:1","U:2","U_0:0","U_0:1","U_0:2","p","rho","rho_0","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
12.258,248.14,-0.70471,554.97,248.26,-0.67343,554.81,30.615,0.011995,0.012,1,0.0040202,0.0018206,-1e-05,0.0053121
12.252,248.64,-0.61098,554.56,248.75,-0.57946,554.4,30.59,0.011991,0.011994,1,0.0040255,0.0018231,-1e-05,0.0053168
12.246,249.13,-0.51963,554.15,249.24,-0.48791,554,30.563,0.011987,0.011989,1,0.0040308,0.0018255,-1e-05,0.0053215
12.238,249.61,-0.43069,553.76,249.73,-0.39879,553.61,30.533,0.011982,0.011983,1,0.0040361,0.001828,-1e-05,0.0053262
12.23,250.07,-0.34464,553.38,250.19,-0.31262,553.23,30.496,0.011976,0.011975,1,0.0040414,0.0018304,-1e-05,0.0053309
12.213,250.44,-0.2687,553.04,250.56,-0.23672,552.89,30.397,0.011954,0.011953,1,0.0040467,0.0018329,-1e-05,0.0053356
12.196,250.8,-0.1965,552.72,250.93,-0.16466,552.57,30.299,0.011932,0.01193,1,0.004052,0.0018353,-1e-05,0.0053404
12.176,251.16,-0.12765,552.4,251.3,-0.096227,552.26,30.19,0.011908,0.011905,1,0.0040573,0.0018378,-1e-05,0.0053451
12.116,251.56,-0.057988,552.07,251.69,-0.029492,551.94,29.902,0.011848,0.011843,1,0.0040627,0.0018402,-1e-05,0.0053498
12.059,251.97,0.006894,551.76,252.09,0.032541,551.63,29.623,0.01179,0.011783,1,0.004068,0.0018427,-1e-05,0.0053545
12.003,252.37,0.067003,551.46,252.49,0.08988,551.34,29.351,0.011733,0.011725,1,0.0040733,0.0018452,-1e-05,0.0053592
11.949,252.77,0.12234,551.17,252.89,0.14253,551.06,29.088,0.011678,0.011668,1,0.0040786,0.0018476,-1e-05,0.0053639
11.896,253.18,0.17292,550.9,253.3,0.19049,550.8,28.833,0.011625,0.011613,1,0.0040839,0.0018501,-1e-05,0.0053686
11.846,253.58,0.21872,550.65,253.7,0.23375,550.56,28.586,0.011573,0.01156,1,0.0040892,0.0018525,-1e-05,0.0053733
11.797,253.99,0.25975,550.41,254.11,0.27232,550.32,28.347,0.011523,0.011509,1,0.0040945,0.001855,-1e-05,0.005378
11.75,254.4,0.29602,550.18,254.52,0.30621,550.11,28.116,0.011475,0.011459,1,0.0040998,0.0018574,-1e-05,0.0053827
11.705,254.8,0.32751,549.97,254.93,0.33539,549.91,27.894,0.011428,0.011411,1,0.0041051,0.0018599,-1e-05,0.0053874
11.662,255.21,0.35423,549.78,255.34,0.35989,549.72,27.68,0.011383,0.011365,1,0.0041105,0.0018623,-1e-05,0.0053922
11.607,255.54,0.34579,549.72,255.66,0.3485,549.67,27.411,0.011323,0.011304,1,0.0041158,0.0018648,-1e-05,0.0053969
11.528,255.7,0.27893,549.89,255.81,0.2774,549.86,27.028,0.011234,0.011214,1,0.0041211,0.0018673,-1e-05,0.0054016
11.451,255.89,0.21542,550.06,255.98,0.20998,550.04,26.655,0.011147,0.011127,1,0.0041264,0.0018697,-1e-05,0.0054063
11.375,256.1,0.15524,550.21,256.18,0.14624,550.21,26.29,0.011062,0.011042,1,0.0041317,0.0018722,-1e-05,0.005411
11.302,256.33,0.09841,550.35,256.4,0.086199,550.37,25.934,0.01098,0.01096,1,0.004137,0.0018746,-1e-05,0.0054157
11.23,256.58,0.044922,550.48,256.65,0.029841,550.51,25.587,0.010901,0.010881,1,0.0041423,0.0018771,-1e-05,0.0054204
11.159,256.86,-0.0052179,550.6,256.92,-0.022827,550.64,25.249,0.010824,0.010803,1,0.0041476,0.0018795,-1e-05,0.0054251
11.091,257.16,-0.052011,550.7,257.21,-0.071804,550.76,24.921,0.01075,0.010729,1,0.0041529,0.001882,-1e-05,0.0054298
11.024,257.48,-0.095458,550.8,257.53,-0.11709,550.86,24.601,0.010678,0.010657,1,0.0041583,0.0018844,-1e-05,0.0054345
10.959,257.83,-0.13555,550.88,257.87,-0.15868,550.95,24.29,0.010608,0.010587,1,0.0041636,0.0018869,-1e-05,0.0054392
10.893,258.21,-0.16387,550.82,258.24,-0.18843,550.9,23.972,0.010536,0.010514,1,0.0041689,0.0018894,-1e-05,0.0054439
10.84,258.23,-0.22757,550.96,258.24,-0.25227,551.05,23.681,0.010459,0.010437,1,0.0041742,0.0018918,-1e-05,0.0054487
10.796,258.02,-0.31189,551.24,258.01,-0.33597,551.34,23.409,0.010379,0.010359,1,0.0041795,0.0018943,-1e-05,0.0054534
10.751,257.81,-0.39131,551.53,257.78,-0.41479,551.64,23.14,0.0103,0.010282,1,0.0041848,0.0018967,-1e-05,0.0054581
10.707,257.61,-0.46583,551.83,257.56,-0.48873,551.95,22.874,0.010223,0.010206,1,0.0041901,0.0018992,-1e-05,0.0054628
10.663,257.42,-0.53546,552.15,257.34,-0.55778,552.28,22.61,0.010147,0.010132,1,0.0041954,0.0019016,-1e-05,0.0054675
10.619,257.23,-0.60018,552.47,257.13,-0.62196,552.61,22.35,0.010073,0.010058,1,0.0042007,0.0019041,-1e-05,0.0054722
10.576,257.05,-0.66,552.81,256.92,-0.68125,552.96,22.092,0.01,0.0099868,1,0.004206,0.0019065,-1e-05,0.0054769
10.532,256.87,-0.71493,553.16,256.72,-0.73566,553.32,21.837,0.0099288,0.0099164,1,0.0042114,0.001909,-1e-05,0.0054816
10.489,256.7,-0.76495,553.51,256.53,-0.78519,553.69,21.585,0.0098587,0.0098474,1,0.0042167,0.0019115,-1e-05,0.0054863
10.446,256.53,-0.81007,553.88,256.34,-0.82983,554.07,21.335,0.0097901,0.0097798,1,0.004222,0.0019139,-1e-05,0.005491
10.403,256.37,-0.8503,554.26,256.15,-0.8696,554.46,21.089,0.0097228,0.0097135,1,0.0042273,0.0019164,-1e-05,0.0054957
10.403,255.79,-0.89035,554.65,255.57,-0.90817,554.85,21.014,0.00969,0.0096821,1,0.0042326,0.0019188,-1e-05,0.0055005
10.407,255.16,-0.92878,555.06,254.92,-0.94515,555.24,20.961,0.0096617,0.0096553,1,0.0042379,0.0019213,-1e-05,0.0055052
10.412,254.52,-0.96514,555.48,254.28,-0.98021,555.66,20.907,0.0096333,0.0096283,1,0.0042432,0.0019237,-1e-05,0.0055099
10.416,253.88,-0.99941,555.92,253.64,-1.0134,556.08,20.851,0.0096049,0.0096012,1,0.0042485,0.0019262,-1e-05,0.0055146
10.419,253.25,-1.0316,556.37,253,-1.0446,556.52,20.793,0.0095763,0.0095739,1,0.0042538,0.0019286,-1e-05,0.0055193
10.422,252.61,-1.0617,556.84,252.36,-1.0739,556.98,20.734,0.0095476,0.0095465,1,0.0042592,0.0019311,-1e-05,0.005524
10.424,251.97,-1.0897,557.32,251.72,-1.1013,557.45,20.674,0.0095188,0.009519,1,0.0042645,0.0019336,-1e-05,0.0055287
10.426,251.34,-1.1157,557.82,251.07,-1.1268,557.94,20.611,0.00949,0.0094913,1,0.0042698,0.001936,-1e-05,0.0055334
10.427,250.7,-1.1396,558.34,250.43,-1.1504,558.44,20.547,0.009461,0.0094634,1,0.0042751,0.0019385,-1e-05,0.0055381
10.428,250.07,-1.1614,558.87,249.79,-1.1721,558.96,20.482,0.0094319,0.0094355,1,0.0042804,0.0019409,-1e-05,0.0055428
10.431,249.45,-1.1808,559.34,249.17,-1.1915,559.42,20.43,0.0094069,0.0094113,1,0.0042857,0.0019434,-1e-05,0.0055475
10.447,248.88,-1.1995,559.38,248.61,-1.21,559.44,20.443,0.0093993,0.0094034,1,0.004291,0.0019458,-1e-05,0.0055523
10.461,248.26,-1.2192,559.39,248.01,-1.2294,559.43,20.443,0.0093871,0.0093908,1,0.0042963,0.0019483,-1e-05,0.005557
10.473,247.65,-1.2387,559.39,247.41,-1.2487,559.42,20.438,0.0093738,0.0093771,1,0.0043016,0.0019507,-1e-05,0.0055617
10.485,247.06,-1.258,559.38,246.83,-1.2678,559.39,20.43,0.0093593,0.0093622,1,0.0043069,0.0019532,-1e-05,0.0055664
10.497,246.47,-1.2772,559.36,246.25,-1.2867,559.36,20.417,0.0093438,0.0093462,1,0.0043123,0.0019557,-1e-05,0.0055711
10.507,245.89,-1.2961,559.34,245.69,-1.3055,559.32,20.4,0.0093271,0.0093291,1,0.0043176,0.0019581,-1e-05,0.0055758
10.517,245.31,-1.3148,559.31,245.13,-1.3241,559.27,20.38,0.0093093,0.0093109,1,0.0043229,0.0019606,-1e-05,0.0055805
10.525,244.75,-1.3333,559.27,244.58,-1.3426,559.21,20.355,0.0092904,0.0092915,1,0.0043282,0.001963,-1e-05,0.0055852
10.533,244.2,-1.3517,559.22,244.05,-1.3608,559.14,20.326,0.0092704,0.009271,1,0.0043335,0.0019655,-1e-05,0.0055899
10.54,243.66,-1.3698,559.16,243.52,-1.3789,559.07,20.293,0.0092493,0.0092493,1,0.0043388,0.0019679,-1e-05,0.0055946
10.543,243.32,-1.3895,559,243.19,-1.3987,558.9,20.251,0.0092276,0.009227,1,0.0043441,0.0019704,-1e-05,0.0055993
10.541,243.25,-1.4119,558.71,243.14,-1.4211,558.6,20.198,0.0092054,0.0092043,1,0.0043494,0.0019728,-1e-05,0.0056041
10.537,243.18,-1.4345,558.41,243.09,-1.4438,558.31,20.14,0.0091819,0.0091803,1,0.0043547,0.0019753,-1e-05,0.0056088
10.532,243.12,-1.4574,558.11,243.05,-1.4669,558.01,20.077,0.0091572,0.0091551,1,0.0043601,0.0019778,-1e-05,0.0056135
10.526,243.07,-1.4807,557.81,243.02,-1.4902,557.71,20.009,0.0091312,0.0091286,1,0.0043654,0.0019802,-1e-05,0.0056182
10.52,243.02,-1.5042,557.5,242.99,-1.5139,557.4,19.937,0.009104,0.009101,1,0.0043707,0.0019827,-1e-05,0.0056229
10.512,242.98,-1.5281,557.19,242.97,-1.5379,557.1,19.86,0.0090755,0.0090721,1,0.004376,0.0019851,-1e-05,0.0056276
10.503,242.94,-1.5523,556.88,242.95,-1.5622,556.79,19.778,0.0090457,0.009042,1,0.0043813,0.0019876,-1e-05,0.0056323
10.493,242.91,-1.5767,556.57,242.95,-1.5869,556.48,19.692,0.0090147,0.0090107,1,0.0043866,0.00199,-1e-05,0.005637
10.482,242.89,-1.6015,556.26,242.94,-1.6118,556.16,19.6,0.0089824,0.0089782,1,0.0043919,0.0019925,-1e-05,0.0056417
10.47,242.87,-1.6266,555.94,242.95,-1.6371,555.85,19.504,0.0089489,0.0089445,1,0.0043972,0.0019949,-1e-05,0.0056464
10.455,243.17,-1.6477,555.69,243.27,-1.6581,555.6,19.419,0.0089219,0.0089178,1,0.0044025,0.0019974,-1e-05,0.0056511
10.44,243.61,-1.6677,555.48,243.73,-1.6779,555.4,19.339,0.0088982,0.0088946,1,0.0044079,0.0019999,-1e-05,0.0056558
10.429,244.12,-1.6905,555.26,244.25,-1.7005,555.18,19.276,0.0088784,0.0088755,1,0.0044132,0.0020023,-1e-05,0.0056606
10.423,244.72,-1.7161,555.01,244.88,-1.7259,554.93,19.235,0.0088639,0.0088617,1,0.0044185,0.0020048,-1e-05,0.0056653
10.417,245.35,-1.742,554.74,245.53,-1.7516,554.66,19.191,0.0088486,0.0088472,1,0.0044238,0.0020072,-1e-05,0.00567
10.411,246.01,-1.7682,554.45,246.21,-1.7774,554.36,19.144,0.0088326,0.008832,1,0.0044291,0.0020097,-1e-05,0.0056747
10.403,246.7,-1.7946,554.13,246.92,-1.8035,554.05,19.094,0.0088159,0.008816,1,0.0044344,0.0020121,-1e-05,0.0056794
10.395,247.41,-1.8214,553.8,247.65,-1.8299,553.72,19.041,0.0087983,0.0087993,1,0.0044397,0.0020146,-1e-05,0.0056841
10.386,248.16,-1.8485,553.45,248.42,-1.8564,553.36,18.984,0.0087801,0.0087818,1,0.004445,0.002017,-1e-05,0.0056888
10.376,248.94,-1.8758,553.08,249.21,-1.8832,552.99,18.925,0.0087611,0.0087636,1,0.0044503,0.0020195,-1e-05,0.0056935
10.366,249.74,-1.9034,552.69,250.03,-1.9102,552.6,18.862,0.0087414,0.0087446,1,0.0044556,0.002022,-1e-05,0.0056982
10.357,250.66,-1.9106,552.32,250.95,-1.9165,552.22,18.829,0.0087337,0.0087372,1,0.004461,0.0020244,-1e-05,0.0057029
10.346,251.58,-1.9156,551.94,251.87,-1.9206,551.83,18.794,0.0087259,0.0087297,1,0.0044663,0.0020269,-1e-05,0.0057076
10.335,252.49,-1.9195,551.54,252.78,-1.9235,551.43,18.756,0.0087174,0.0087214,1,0.0044716,0.0020293,-1e-05,0.0057124
10.323,253.4,-1.9222,551.13,253.68,-1.9251,551.01,18.714,0.0087083,0.0087124,1,0.0044769,0.0020318,-1e-05,0.0057171
10.309,254.3,-1.9236,550.7,254.58,-1.9255,550.57,18.668,0.0086985,0.0087028,1,0.0044822,0.0020342,-1e-05,0.0057218
10.294,255.2,-1.9239,550.25,255.48,-1.9246,550.12,18.62,0.008688,0.0086924,1,0.0044875,0.0020367,-1e-05,0.0057265
10.278,256.09,-1.923,549.79,256.36,-1.9225,549.65,18.567,0.0086769,0.0086813,1,0.0044928,0.0020391,-1e-05,0.0057312
10.262,256.98,-1.9209,549.31,257.24,-1.9191,549.17,18.511,0.0086651,0.0086696,1,0.0044981,0.0020416,-1e-05,0.0057359
10.243,257.86,-1.9176,548.82,258.12,-1.9145,548.67,18.452,0.0086527,0.0086571,1,0.0045034,0.0020441,-1e-05,0.0057406
10.224,258.74,-1.9131,548.31,258.98,-1.9086,548.16,18.389,0.0086395,0.0086439,1,0.0045088,0.0020465,-1e-05,0.0057453
10.2,259.56,-1.9072,547.81,259.79,-1.9016,547.66,18.315,0.0086244,0.0086286,1,0.0045141,0.002049,-1e-05,0.00575
10.162,260.17,-1.8989,547.43,260.38,-1.893,547.28,18.206,0.0086041,0.0086074,1,0.0045194,0.0020514,-1e-05,0.0057547
10.123,260.75,-1.8883,547.05,260.95,-1.8821,546.92,18.094,0.0085831,0.0085854,1,0.0045247,0.0020539,-1e-05,0.0057594
10.082,261.3,-1.8753,546.69,261.48,-1.8689,546.56,17.978,0.0085614,0.0085628,1,0.00453,0.0020563,-1e-05,0.0057642
10.045,261.84,-1.8563,546.36,262,-1.8495,546.24,17.878,0.0085436,0.0085441,1,0.0045353,0.0020588,-1e-05,0.0057689
10.024,262.38,-1.8184,546.11,262.51,-1.8109,546,17.849,0.0085425,0.0085423,1,0.0045406,0.0020612,-1e-05,0.0057736
9.9998,262.87,-1.7757,545.87,262.98,-1.7676,545.79,17.802,0.0085378,0.0085368,1,0.0045459,0.0020637,-1e-05,0.0057783
9.9708,263.31,-1.7283,545.65,263.4,-1.7197,545.59,17.737,0.0085295,0.0085278,1,0.0045512,0.0020662,-1e-05,0.005783
9.9375,263.71,-1.676,545.46,263.77,-1.6672,545.42,17.656,0.0085176,0.0085152,1,0.0045565,0.0020686,-1e-05,0.0057877
9.8998,264.07,-1.6189,545.28,264.09,-1.61,545.27,17.556,0.0085021,0.0084991,1,0.0045619,0.0020711,-1e-05,0.0057924
9.8577,264.37,-1.5571,545.13,264.37,-1.5481,545.14,17.44,0.0084829,0.0084794,1,0.0045672,0.0020735,-1e-05,0.0057971
9.8126,264.48,-1.5096,545.18,264.44,-1.5008,545.23,17.307,0.0084569,0.008453,1,0.0045725,0.002076,-1e-05,0.0058018
9.768,264.38,-1.4814,545.48,264.32,-1.4728,545.55,17.171,0.0084263,0.0084223,1,0.0045778,0.0020784,-1e-05,0.0058065
9.7235,264.24,-1.4545,545.81,264.15,-1.4462,545.92,17.034,0.0083953,0.0083913,1,0.0045831,0.0020809,-1e-05,0.0058112
9.6792,264.05,-1.4289,546.18,263.93,-1.421,546.32,16.896,0.0083638,0.0083599,1,0.0045884,0.0020833,-1e-05,0.005816
9.6351,263.83,-1.4045,546.6,263.68,-1.3972,546.77,16.757,0.0083319,0.0083282,1,0.0045937,0.0020858,-1e-05,0.0058207
9.5912,263.56,-1.3813,547.05,263.39,-1.3747,547.25,16.616,0.0082995,0.0082961,1,0.004599,0.0020883,-1e-05,0.0058254
9.5475,263.25,-1.3594,547.54,263.06,-1.3536,547.77,16.474,0.0082666,0.0082636,1,0.0046043,0.0020907,-1e-05,0.0058301
9.504,262.89,-1.3387,548.07,262.68,-1.3338,548.33,16.331,0.0082334,0.0082308,1,0.0046097,0.0020932,-1e-05,0.0058348
9.4606,262.5,-1.3193,548.64,262.27,-1.3154,548.92,16.187,0.0081996,0.0081977,1,0.004615,0.0020956,-1e-05,0.0058395
9.4175,262.06,-1.3012,549.24,261.81,-1.2984,549.56,16.041,0.0081654,0.0081642,1,0.0046203,0.0020981,-1e-05,0.0058442
9.3746,261.58,-1.2842,549.89,261.32,-1.2827,550.23,15.895,0.0081308,0.0081303,1,0.0046256,0.0021005,-1e-05,0.0058489
9.3603,261.03,-1.2603,550.63,260.76,-1.2584,550.97,15.822,0.0081066,0.0081073,1,0.0046309,0.002103,-1e-05,0.0058536
9.356,260.48,-1.2357,551.38,260.2,-1.2332,551.71,15.776,0.0080869,0.0080888,1,0.0046362,0.0021054,-1e-05,0.0058583
9.353,259.93,-1.2131,552.13,259.66,-1.2099,552.45,15.735,0.0080687,0.0080718,1,0.0046415,0.0021079,-1e-05,0.005863
9.3513,259.39,-1.1924,552.86,259.12,-1.1887,553.18,15.699,0.0080518,0.0080561,1,0.0046468,0.0021104,-1e-05,0.0058678
9.351,258.86,-1.1738,553.59,258.6,-1.1695,553.89,15.668,0.0080364,0.0080419,1,0.0046521,0.0021128,-1e-05,0.0058725
9.352,258.34,-1.1572,554.32,258.09,-1.1523,554.6,15.641,0.0080224,0.008029,1,0.0046575,0.0021153,-1e-05,0.0058772
9.5033,256.9,-1.1971,555.33,256.65,-1.1914,555.6,16.312,0.0081334,0.0081409,1,0.0046628,0.0021177,-1e-05,0.0058819
9.6495,255.51,-1.2362,556.32,255.27,-1.2295,556.56,16.949,0.0082403,0.0082487,1,0.0046681,0.0021202,-1e-05,0.0058866
9.7887,254.17,-1.2739,557.27,253.95,-1.266,557.5,17.542,0.0083415,0.0083507,1,0.0046734,0.0021226,-1e-05,0.0058913
9.9208,252.89,-1.31,558.19,252.68,-1.3007,558.4,18.092,0.0084371,0.008447,1,0.0046787,0.0021251,-1e-05,0.005896
10.046,251.68,-1.343,559.07,251.49,-1.3322,559.26,18.6,0.0085275,0.008538,1,0.004684,0.0021275,-1e-05,0.0059007
10.176,250.71,-1.328,559.52,250.53,-1.316,559.69,19.123,0.0086231,0.0086338,1,0.0046893,0.00213,-1e-05,0.0059054
10.297,249.81,-1.3077,559.95,249.64,-1.2943,560.09,19.606,0.0087132,0.0087239,1,0.0046946,0.0021325,-1e-05,0.0059101
10.411,248.99,-1.2822,560.35,248.84,-1.2672,560.47,20.052,0.0087977,0.0088084,1,0.0046999,0.0021349,-1e-05,0.0059148
10.516,248.25,-1.2514,560.72,248.11,-1.2346,560.83,20.458,0.0088766,0.0088872,1,0.0047052,0.0021374,-1e-05,0.0059195
10.614,247.58,-1.2153,561.07,247.45,-1.1965,561.15,20.826,0.00895,0.0089604,1,0.0047106,0.0021398,-1e-05,0.0059243
10.704,246.98,-1.174,561.39,246.87,-1.1529,561.45,21.155,0.0090177,0.0090279,1,0.0047159,0.0021423,-1e-05,0.005929
10.786,246.46,-1.1275,561.69,246.37,-1.1039,561.73,21.446,0.0090799,0.0090898,1,0.0047212,0.0021447,-1e-05,0.0059337
10.86,246.02,-1.0756,561.95,245.94,-1.0494,561.98,21.698,0.0091364,0.009146,1,0.0047265,0.0021472,-1e-05,0.0059384
10.926,245.66,-1.0185,562.2,245.59,-0.98947,562.2,21.911,0.0091874,0.0091966,1,0.0047318,0.0021496,-1e-05,0.0059431
10.984,245.37,-0.95616,562.41,245.31,-0.92403,562.4,22.086,0.0092328,0.0092415,1,0.0047371,0.0021521,-1e-05,0.0059478
11.037,245.16,-0.89193,562.53,245.12,-0.85719,562.51,22.241,0.0092739,0.0092821,1,0.0047424,0.0021545,-1e-05,0.0059525
11.087,245.04,-0.82993,562.46,245.01,-0.79407,562.43,22.409,0.0093126,0.0093203,1,0.0047477,0.002157,-1e-05,0.0059572
11.131,244.98,-0.76226,562.37,244.97,-0.72532,562.34,22.546,0.0093461,0.0093533,1,0.004753,0.0021595,-1e-05,0.0059619
11.168,244.98,-0.68892,562.27,244.99,-0.65094,562.23,22.652,0.0093742,0.0093809,1,0.0047584,0.0021619,-1e-05,0.0059666
11.198,245.05,-0.60989,562.16,245.07,-0.57091,562.11,22.728,0.0093971,0.0094032,1,0.0047637,0.0021644,-1e-05,0.0059713
11.222,245.18,-0.5252,562.03,245.22,-0.48525,561.97,22.774,0.0094147,0.0094202,1,0.004769,0.0021668,-1e-05,0.0059761
11.239,245.38,-0.43483,561.89,245.42,-0.39395,561.82,22.789,0.0094269,0.0094319,1,0.0047743,0.0021693,-1e-05,0.0059808
11.249,245.63,-0.33878,561.73,245.7,-0.29701,561.66,22.773,0.0094339,0.0094383,1,0.0047796,0.0021717,-1e-05,0.0059855
11.366,244.91,-0.19319,561.85,244.98,-0.15065,561.77,23.539,0.0095641,0.0095683,1,0.0047849,0.0021742,-1e-05,0.0059902
11.512,243.93,-0.027806,562.05,244.02,0.015306,561.96,24.498,0.0097259,0.0097299,1,0.0047902,0.0021766,-1e-05,0.0059949
11.653,243,0.14499,562.25,243.11,0.18847,562.16,25.417,0.0098823,0.0098862,1,0.0047955,0.0021791,-1e-05,0.0059996
11.802,242.23,0.28742,562.37,242.35,0.33127,562.27,26.357,0.010038,0.010042,1,0.0048008,0.0021816,-1e-05,0.0060043
11.957,241.6,0.4069,562.42,241.74,0.4511,562.31,27.304,0.010192,0.010196,1,0.0048062,0.002184,-1e-05,0.006009
12.109,241.03,0.53085,562.46,241.18,0.57524,562.35,28.212,0.010339,0.010344,1,0.0048115,0.0021865,-1e-05,0.0060137
12.258,240.52,0.65927,562.49,240.69,0.70371,562.37,29.082,0.010481,0.010485,1,0.0048168,0.0021889,-1e-05,0.0060184
12.405,240.07,0.79214,562.5,240.26,0.83649,562.38,29.913,0.010616,0.01062,1,0.0048221,0.0021914,-1e-05,0.0060231
12.548,239.69,0.92947,562.51,239.88,0.97359,562.38,30.705,0.010744,0.010749,1,0.0048274,0.0021938,-1e-05,0.0060279
12.688,239.36,1.0713,562.5,239.57,1.115,562.37,31.459,0.010867,0.010872,1,0.0048327,0.0021963,-1e-05,0.0060326
12.825,239.1,1.2175,562.48,239.32,1.2607,562.34,32.174,0.010983,0.010988,1,0.004838,0.0021987,-1e-05,0.0060373
12.96,238.9,1.3683,562.44,239.13,1.4108,562.31,32.85,0.011093,0.011098,1,0.0048433,0.0022012,-1e-05,0.006042
13.091,238.76,1.5235,562.4,239,1.5652,562.26,33.487,0.011197,0.011202,1,0.0048486,0.0022037,-1e-05,0.0060467
13.22,238.68,1.6832,562.35,238.93,1.7239,562.2,34.086,0.011295,0.011299,1,0.0048539,0.0022061,-1e-05,0.0060514
13.349,238.49,1.8475,562.29,238.73,1.8864,562.15,34.681,0.011388,0.011392,1,0.0048593,0.0022086,-1e-05,0.0060561
13.475,238.29,2.01,562.23,238.51,2.0466,562.1,35.241,0.011475,0.011479,1,0.0048646,0.002211,-1e-05,0.0060608
13.599,238.12,2.1699,562.17,238.32,2.204,562.04,35.761,0.011554,0.011558,1,0.0048699,0.0022135,-1e-05,0.0060655
13.72,237.96,2.3274,562.11,238.15,2.3585,561.99,36.241,0.011627,0.01163,1,0.0048752,0.0022159,-1e-05,0.0060702
13.838,237.83,2.4824,562.04,237.99,2.5101,561.93,36.68,0.011692,0.011696,1,0.0048805,0.0022184,-1e-05,0.0060749
13.953,237.72,2.6349,561.96,237.86,2.6588,561.86,37.078,0.01175,0.011754,1,0.0048858,0.0022208,-1e-05,0.0060797
14.065,237.63,2.7849,561.89,237.75,2.8048,561.79,37.436,0.011802,0.011805,1,0.0048911,0.0022233,-1e-05,0.0060844
14.174,237.56,2.9324,561.81,237.66,2.9478,561.72,37.753,0.011846,0.011849,1,0.0048964,0.0022258,-1e-05,0.0060891
14.28,237.51,3.0774,561.72,237.59,3.088,561.65,38.03,0.011883,0.011886,1,0.0049017,0.0022282,-1e-05,0.0060938
14.431,237.13,3.1528,561.62,237.18,3.1578,561.56,38.91,0.012001,0.012004,1,0.0049071,0.0022307,-1e-05,0.0060985
14.618,236.38,3.1603,561.57,236.41,3.1586,561.51,40.251,0.012182,0.012184,1,0.0049124,0.0022331,-1e-05,0.0061032
14.81,234.96,3.0544,561.89,234.97,3.0438,561.86,41.63,0.012367,0.01237,1,0.0049177,0.0022356,-1e-05,0.0061079
15.001,233.52,2.9451,562.24,233.51,2.9258,562.22,42.959,0.012547,0.01255,1,0.004923,0.002238,-1e-05,0.0061126
15.191,232.06,2.8323,562.61,232.03,2.8046,562.61,44.239,0.012721,0.012724,1,0.0049283,0.0022405,-1e-05,0.0061173
15.381,230.59,2.7161,563,230.53,2.6804,563.02,45.468,0.012888,0.012892,1,0.0049336,0.0022429,-1e-05,0.006122
15.571,229.1,2.5965,563.42,229.01,2.5529,563.45,46.648,0.01305,0.013054,1,0.0049389,0.0022454,-1e-05,0.0061267
15.76,227.6,2.4734,563.86,227.48,2.4224,563.91,47.779,0.013205,0.01321,1,0.0049442,0.0022479,-1e-05,0.0061314
15.948,226.08,2.3469,564.32,225.92,2.2887,564.39,48.859,0.013355,0.01336,1,0.0049495,0.0022503,-1e-05,0.0061362
16.137,224.54,2.2169,564.8,224.35,2.1518,564.89,49.891,0.013499,0.013504,1,0.0049548,0.0022528,-1e-05,0.0061409
16.324,222.99,2.0834,565.31,222.77,2.0118,565.41,50.872,0.013637,0.013642,1,0.0049602,0.0022552,-1e-05,0.0061456
16.511,221.42,1.9466,565.84,221.16,1.8687,565.96,51.803,0.013768,0.013775,1,0.0049655,0.0022577,-1e-05,0.0061503
16.713,219.73,1.7713,566.45,219.45,1.6895,566.59,52.811,0.013912,0.013919,1,0.0049708,0.0022601,-1e-05,0.006155
16.937,217.84,1.5415,567.17,217.55,1.4592,567.32,53.985,0.014078,0.014087,1,0.0049761,0.0022626,-1e-05,0.0061597
17.16,215.91,1.3157,567.92,215.61,1.2331,568.07,55.129,0.01424,0.014251,1,0.0049814,0.002265,-1e-05,0.0061644
17.381,213.92,1.0939,568.69,213.61,1.0111,568.84,56.241,0.014399,0.014411,1,0.0049867,0.0022675,-1e-05,0.0061691
17.6,211.89,0.87603,569.49,211.57,0.79323,569.64,57.323,0.014553,0.014567,1,0.004992,0.00227,-1e-05,0.0061738
17.818,209.81,0.66215,570.3,209.47,0.57953,570.46,58.374,0.014703,0.014719,1,0.0049973,0.0022724,-1e-05,0.0061785
18.034,207.67,0.45226,571.14,207.33,0.37,571.3,59.394,0.014849,0.014867,1,0.0050026,0.0022749,-1e-05,0.0061832
18.248,205.49,0.24635,572,205.13,0.16462,572.17,60.383,0.014991,0.015012,1,0.005008,0.0022773,-1e-05,0.006188
18.46,203.26,0.044426,572.89,202.89,-0.036604,573.05,61.341,0.015128,0.015152,1,0.0050133,0.0022798,-1e-05,0.0061927
18.671,200.98,-0.15354,573.8,200.6,-0.23369,573.96,62.268,0.015262,0.015288,1,0.0050186,0.0022822,-1e-05,0.0061974
18.88,198.65,-0.3475,574.73,198.26,-0.42661,574.9,63.165,0.015392,0.01542,1,0.0050239,0.0022847,-1e-05,0.0062021
19.128,196.97,-0.51919,575.14,196.57,-0.59434,575.31,64.53,0.015575,0.015606,1,0.0050292,0.0022871,-1e-05,0.0062068
19.353,195.95,-0.68169,575.11,195.57,-0.75037,575.26,66.276,0.015802,0.015833,1,0.0050345,0.0022896,-1e-05,0.0062115
19.573,194.87,-0.83291,575.09,194.49,-0.89542,575.23,68.004,0.016029,0.016062,1,0.0050398,0.0022921,-1e-05,0.0062162
